RegionID,SizeRank,RegionName,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023
394913,1,"New York, NY",NY,503000,513000,521300,526300,528300,526600,526267,527600,529000,527667,524667,524667,528000,537667,544333,549000,547667,544333,544333,545667,549000,549300,549300,549300,552333,555967,559300,561300,566333,574967,584967,592967,597967,599600,596600,594967,594667,597667,598667,595633,589267,579600,574633,574333,576333,576333,576667,584550,592550,603550,610667,617667,613330,606330,599663,606333,612999,619333,619333,624667,634967,647967,662633,672333,679000,676000,679333,684667
753899,2,"Los Angeles, CA",CA,721333,735000,743333,750000,749667,742967,736267,728267,724633,719667,711300,711600,716267,732633,742667,752933,756567,759233,758967,758667,762333,765667,767667,771298,779965,787965,794333,802333,816000,826000,829633,831300,838294,844661,849327,849296,849629,856296,864667,874667,874667,866333,856333,850000,850000,850000,856633,871633,888263,904963,916596,924967,920633,910333,901667,897667,894333,887667,882633,885967,892967,916000,942667,975333,992300,998967,999633,999600
394463,3,"Chicago, IL",IL,284600,294600,300600,302267,301967,297933,296117,292783,288483,283333,280000,284300,291267,301267,306300,309467,306465,302798,298998,295633,290967,284933,281633,284967,291633,297967,299600,301300,304633,307667,309300,306300,303267,298267,296567,299900,304933,309966,311666,313333,313000,307967,302933,299263,295930,289263,284933,287967,297667,309300,317967,323300,324967,322967,319967,314967,308600,302933,299300,302167,308833,319133,329500,336500,339867,339967,339633,336300
394514,4,"Dallas, TX",TX,322997,328497,331797,332800,329502,324202,321168,318966,317633,315999,313333,313667,316967,323633,328467,330133,328467,324966,321633,319933,319600,317967,314667,313633,315267,318600,321633,325633,330600,333233,334267,332633,331600,328600,328559,330293,335926,342633,350967,359667,367829,371159,373159,373330,376633,378300,381633,388000,394667,407333,419330,432663,438297,434967,428300,419000,410667,403667,398000,396667,400150,411813,426480,438330,441667,440000,435000,430000
394692,5,"Houston, TX",TX,294467,297933,299633,299933,299633,297800,296165,293132,291632,289933,288300,289965,292665,297632,299300,299933,298966,295633,292316,289316,287650,286000,283333,284333,287666,293166,297133,301132,303966,307299,309967,313275,314308,314308,313666,315999,317666,323000,327667,332667,334667,333333,333333,333233,333233,331233,328000,328000,333650,343650,356317,364167,367500,364500,358000,352997,349663,347122,343792,342425,344933,351567,358267,364633,367667,366000,362967,358300
395209,6,"Washington, DC",VA,405633,419967,433267,439933,439933,434933,428300,423300,420000,411633,404633,405633,415667,430967,441600,448233,448233,443233,442083,440450,441783,435967,430967,433000,443300,454967,461633,466667,471633,471600,467479,461049,456049,447137,438600,436967,443333,458333,468333,476633,474967,471633,470000,471667,469667,457967,449600,456267,476300,501333,521333,533083,533083,526717,523300,521633,518300,509800,503100,506433,523267,543297,559963,568297,571300,564667,562667,559633
394974,7,"Philadelphia, PA",PA,225500,234133,242467,249967,251667,251633,249933,249600,247300,242333,236000,234333,239000,248967,259600,266600,269933,268300,268267,268267,268233,263233,256600,256600,261600,269266,275800,284133,291467,293267,291300,289300,287667,283000,276633,273300,274967,284667,292967,299600,299600,297967,297300,294300,290933,283267,278267,277883,285917,297583,309333,316333,318000,314967,311600,308233,304900,298263,293297,291663,295000,303333,313300,321633,323300,321633,321633,323300
394856,8,"Miami, FL",FL,366600,368267,371067,372367,372367,369267,367967,366333,367667,367833,366167,363167,361667,364667,368500,371833,373833,375000,374967,374933,374933,374967,374967,374367,374367,374400,373333,373300,371633,373133,373166,376467,377967,377967,375333,374000,375633,381600,389600,397967,408000,416667,423333,426667,431667,439667,446300,452967,463300,480000,503333,526333,543000,546300,546300,545967,549000,549000,545667,542633,541300,544967,548333,550000,550000,550000,550000,550000
394347,9,"Atlanta, GA",GA,280600,289900,296600,299633,297000,292000,288667,284667,283000,279666,277966,279600,283733,292100,299767,304540,304507,301540,298967,296667,294633,291933,290600,291300,294333,297667,299333,303000,308333,313333,316333,314667,312333,307667,307638,309971,316638,326667,338300,346633,349933,348883,348883,348883,349933,347567,346133,346167,351833,362050,375350,387383,391933,388600,381600,376600,371633,366600,359967,358267,361600,369900,379933,389633,394667,394633,391300,387633
394404,10,"Boston, MA",MA,502933,514933,524633,525667,517000,503967,496267,496567,499600,499300,497667,498000,506666,524666,541300,549300,545967,536000,531300,529967,534967,533333,531333,536300,546300,556600,566300,574633,583000,583300,586633,591300,596333,596333,593333,598000,603000,614633,621633,628267,619933,609600,606267,612933,613266,613966,623966,648633,669300,682333,690967,695967,697967,689667,689667,691000,699000,699000,699333,712817,729783,749450,765967,775967,781300,768267,761600,752933
394976,11,"Phoenix, AZ",AZ,320833,324167,326333,326333,324667,321600,319900,319867,318600,319600,320967,323967,325167,327167,330467,333300,334800,334167,335467,336967,340933,343967,347596,350963,351629,351333,349633,352267,355933,360967,363333,365000,366333,369633,374300,379600,385967,392967,404000,414333,424333,431417,438383,445050,451567,456233,462867,468267,476633,486666,500000,510000,509975,501642,489975,481666,473333,466633,463300,466600,473267,482433,490767,497467,502967,504483,507817,509813
395057,12,"San Francisco, CA",CA,864333,907667,929000,936000,921333,894667,887667,887667,889667,872815,857481,862448,884633,911596,931259,934592,922963,899667,901333,911333,918000,906981,896981,913648,936333,954600,969933,981267,997333,998333,998167,998167,997167,981000,973333,971333,986333,994333,997667,998667,995333,987333,982667,982000,973333,945000,925333,939000,990000,1045667,1080667,1095000,1075000,1043000,1027667,1016000,1014667,981333,964333,964333,989667,1036333,1070667,1085167,1055167,1020833,1013000,1018833
395025,13,"Riverside, CA",CA,377967,382667,386300,389783,390116,389816,389333,387667,387277,385943,385943,386633,389967,394300,397333,398967,399600,399600,397967,397167,395833,395833,395930,397563,400646,401383,404750,409966,419933,429600,436300,442667,446333,449667,451667,456667,463333,474965,486298,496265,502967,506633,513333,519667,528000,531333,533333,536667,546667,561333,574667,581333,580833,575833,570833,564667,558000,553000,550000,549997,549993,551660,557663,564000,567333,564635,564968,568302
394532,14,"Detroit, MI",MI,183233,195267,208800,218833,222167,220333,215333,208333,203000,196300,192933,189900,193267,203300,216633,226633,229933,228267,224767,218133,209833,202000,195000,191667,194667,204167,217131,228465,235931,237933,234717,229750,224750,218267,213267,214633,221000,229333,236333,243000,245000,241667,233667,226667,218000,209333,199300,194633,198300,211633,229633,244300,251000,251000,246300,239633,229966,219666,211300,204633,206600,214933,227933,236783,241817,243817,243000,238000
395078,15,"Seattle, WA",WA,478317,498315,511648,519998,523000,514667,511333,510000,510000,504983,499983,509983,526333,547983,557967,558300,553300,546317,546300,546300,548300,543229,536562,540896,552633,564317,571650,580000,590000,593333,593333,588333,581633,569633,562967,568000,581333,603000,617983,633317,634650,631333,628000,626667,620000,604667,604667,629667,671667,713333,738333,750000,746642,736625,724958,711317,697967,679617,663283,663067,676417,704967,728533,744867,749317,742650,739317,731317
394865,16,"Minneapolis, MN",MN,314933,319900,318267,316600,313192,308192,303225,299996,299963,303263,309900,318267,324933,327633,327633,324333,321633,318300,316600,313267,313266,314633,318000,322967,326600,329900,329933,331267,331267,330933,327967,324333,319633,316267,314933,318300,322467,325800,326726,329259,330926,330000,326667,323333,319167,310800,307433,311600,326633,340000,351667,358817,363817,363783,359967,354933,349933,344900,341267,342933,349600,359900,371600,383267,392967,394600,389633,379967
395056,17,"San Diego, CA",CA,653147,664730,671067,674583,672667,666000,657667,651333,649333,649000,649000,649300,652633,662633,674300,680967,680300,677000,677300,676633,677967,677817,676117,676417,681600,683133,689500,697500,712633,712967,706633,699983,699649,704616,704633,713267,718300,734967,746520,761520,769853,776633,776633,781600,784615,787948,790981,804000,825633,852633,876300,892667,891000,874667,858333,850000,850000,850000,858333,872750,889083,907417,926000,946000,959333,959667,956633,949633
395148,18,"Tampa, FL",FL,243933,247233,250599,252299,252299,250600,249600,247967,247300,246633,246633,247000,247967,252933,258233,263267,264933,263300,261633,259633,259600,259567,259867,259867,260900,262633,265667,268667,270833,272833,275467,278300,279900,278567,276900,276633,281300,289633,301600,311300,320967,325967,331300,334933,341600,346567,350600,355633,364000,379667,394667,409633,416500,416500,412867,406300,402583,397917,394583,390967,390933,394133,399800,406500,411667,414967,415633,415633
394530,19,"Denver, CO",CO,463988,465655,465655,463300,458300,453300,450000,448333,445833,445500,447167,453000,459967,468267,471955,472822,469522,465500,461300,457098,456515,458182,464700,474342,479375,485392,485492,490492,490158,491300,487967,484967,478300,474933,476600,486633,500000,514967,528300,542600,552300,555800,558133,558467,563300,561667,568333,579667,599332,619298,636298,646300,642967,632967,621633,611667,604667,598000,596333,596797,608130,623097,636267,639900,639217,634250,629183,619900
394358,20,"Baltimore, MD",MD,269667,282667,294667,304667,308333,306666,303300,299933,296067,289400,281067,278100,283133,294500,307967,316267,319267,315967,309333,303300,298967,293967,288917,288217,294850,303233,310641,315641,320641,319933,316633,310667,305633,298933,293267,291633,300000,311667,325000,329967,331633,328300,326633,319967,311633,303000,297983,297983,306650,324667,341300,349633,349933,346600,341567,334933,329967,321667,311667,306667,313300,328300,341600,348298,349965,349998,349998,349964
395121,21,"St. Louis, MO",MO,185967,192666,199333,203333,204817,203150,202983,201467,201433,198933,197300,197333,203333,211667,220000,223300,222967,220967,218150,216783,215250,213433,208467,210088,215421,224738,228317,230950,232800,232767,230800,227967,224667,220000,216667,213300,209933,211567,214933,218300,215000,211633,206633,203267,196633,189933,183450,185417,193783,208633,220000,228300,229933,228267,226633,225000,221633,213300,204933,199933,203267,209967,218333,224967,226633,224967,220000,216667
394943,22,"Orlando, FL",FL,275450,280633,285600,288933,289900,289267,287633,285000,283967,282300,281633,280666,283666,287950,293613,296947,299297,299300,298188,294855,294522,295300,296900,295900,296233,296333,296333,296333,298000,299633,299966,299966,299966,299933,299267,298467,298467,305800,316300,328000,334733,341067,346067,352333,355633,358617,361517,368550,380233,393333,407000,417333,423333,424000,424000,422000,419633,414633,411300,410333,413633,418967,424633,429667,433000,436333,437167,435500
394458,23,"Charlotte, NC",NC,297667,300833,305800,308448,307948,304648,304500,302467,302133,297967,294667,294967,296633,304967,311667,318300,316633,313283,308950,305583,302267,299967,299333,299333,302333,305667,311875,317208,323708,325642,323975,321058,319583,316583,318195,321528,330325,339097,345730,349932,349966,349966,351633,356600,357300,355633,355313,357979,366313,374000,382333,387300,387967,386300,382333,378083,374583,368250,361500,358300,361933,371600,384300,394333,399333,399967,399600,396267
395055,24,"San Antonio, TX",TX,256667,260667,265633,268933,269767,268100,266433,263233,261433,259467,258030,258197,261530,267967,272933,274933,273967,271975,268642,265186,263844,263724,264813,266346,269767,274466,277966,282300,285800,288800,287833,284500,279833,276500,275000,278333,280667,285633,287749,293749,300965,308850,313850,313500,310167,307833,309333,314300,319967,329967,340000,351500,356500,356467,351633,344957,339990,335657,332000,330333,332233,337567,344233,351333,353000,352667,348000,344667
394998,25,"Portland, OR",OR,438333,448000,455000,459333,456300,450300,445633,443967,444967,446300,444633,444600,444900,448267,449933,449933,449600,446967,443667,438667,434667,434333,436000,442333,445967,449600,451600,456633,460000,461633,461633,464958,468324,471658,471666,473333,474750,484417,497750,512142,520808,524108,524967,524967,525000,521633,521617,521617,529650,538000,552667,564633,570967,564633,556300,548300,543300,538333,533333,536667,541633,554933,569900,585933,594300,594000,587967,577967
395045,26,"Sacramento, CA",CA,434667,443000,446667,450000,449500,446133,442467,437717,436083,435417,437000,441667,448263,456930,465496,471567,476233,476333,476000,471333,469000,467667,467667,470000,473300,478300,483267,486600,492933,495967,502333,502633,506300,503300,511667,516667,523333,531666,540000,554166,560500,563500,559333,556333,556667,560000,568333,581629,594961,607961,614665,619667,611633,603300,594967,588300,581633,575633,574000,577317,584983,598317,611633,623267,628267,629633,628000,618000
394982,27,"Pittsburgh, PA",PA,166300,169967,174933,177967,177933,174633,171600,169933,168249,165783,164116,165217,169217,174217,179800,183967,185667,185333,183833,182133,179133,176600,174967,177967,182967,187933,192933,196300,199667,199967,199967,199933,199433,197100,195467,195417,197750,204417,210000,215000,213300,208300,203300,199967,197783,192783,187817,186633,191300,201300,211300,217967,219600,216300,211633,204967,199967,194966,191633,189946,193246,201613,213266,221633,224967,224967,224933,223267
394466,28,"Cincinnati, OH",OH,199233,211233,221300,226633,226633,223300,221600,218233,216233,212900,211233,214900,222567,232267,237267,239633,238300,234950,229950,226608,223325,221625,218300,220200,225200,235200,243267,248267,249900,248267,244933,238300,232300,225667,221483,220817,224117,233300,241600,248267,248083,244783,242200,240683,239017,233300,228333,226667,233333,241667,251667,256633,261600,261267,261300,259667,259167,255833,252467,249967,258267,268300,281600,289633,294633,297000,297300,298633
394355,29,"Austin, TX",TX,362567,367600,370717,372084,371751,367333,362663,356330,353329,349666,347047,347048,352381,362665,368662,368078,363743,359413,357997,354667,354667,351667,352667,356300,364633,371967,378300,383400,391400,396400,401298,406632,408522,413423,411423,417900,427999,449999,467999,481333,489333,496000,499333,499667,501500,501497,501997,510463,532133,559967,582633,592300,588967,573000,555000,540000,530000,521654,511654,509954,514967,531300,542967,549633,549633,546000,539300,531267
394775,30,"Las Vegas, NV",NV,287928,291267,298300,305833,310833,312500,312065,312065,310365,309633,306300,303000,300000,302333,305667,309667,310667,310667,310000,309996,309996,309997,311313,314313,317646,319633,319967,321600,323967,326967,328667,329667,330000,329997,329963,331597,337933,349300,362667,376300,387967,396300,404667,413333,423300,428300,433300,440000,450000,461666,471667,477998,476298,468965,459300,450666,444333,439333,434667,433333,434000,439000,444000,448333,450000,450000,450000,449978
394735,31,"Kansas City, MO",MO,238467,244833,247967,249300,247350,244050,244050,246667,250000,251967,254933,263233,269933,276600,277500,276592,271625,265425,261333,259167,259500,261167,264967,271600,276600,281633,285333,290333,291325,287633,280966,275141,271800,268467,269967,271667,271667,268333,265000,265000,263333,258333,253333,250000,248333,244967,242133,245467,253833,268333,279967,288300,289966,285000,280000,273442,271442,266408,262633,261267,270633,287633,299333,308817,309967,309967,304450,298300
394492,32,"Columbus, OH",OH,233267,241567,249600,255283,256983,253950,250933,245900,242567,239250,237583,240283,247533,257567,262900,263000,261300,256633,253266,246600,243233,239900,239900,243233,246600,253300,259967,268183,271183,268717,262088,256721,252521,247267,241300,239633,243300,253267,259967,268300,271667,273300,268267,263233,256600,253267,248967,252267,260633,276633,289967,301350,303016,303016,299933,299900,298267,294933,291600,293233,301600,313300,323333,331633,338300,341533,339867,333200
394705,34,"Indianapolis, IN",IN,203075,213908,223942,233300,234933,229933,224933,219966,216633,211633,210950,215950,222617,231300,236267,238700,237667,234333,231567,226267,222967,219967,219633,221300,224667,231333,237317,243950,247583,247767,242800,236167,230000,223333,218333,216667,222667,230967,237633,243267,246600,249600,247967,246300,243267,238267,236300,239633,249600,261600,271600,279967,281600,279967,275617,271983,268650,264667,263000,263000,268667,278967,290600,298267,299967,299667,298000,294633
394475,35,"Cleveland, OH",OH,159967,165800,171000,175500,177333,177133,175633,173633,171967,170600,169900,171600,174933,179933,184900,188267,188300,185833,182467,179883,175717,173500,171083,174383,176600,181500,184867,191533,196600,198267,194133,187500,182167,177000,173633,173267,177567,184267,191600,196300,199300,195967,191267,186583,181617,177317,172300,171467,177133,187000,197833,204800,208300,208300,204967,199300,192633,185333,181000,182633,189933,199600,207967,214667,219667,221233,219567,216567
395059,36,"San Jose, CA",CA,1122633,1171967,1190633,1198333,1195000,1170333,1150981,1121631,1102048,1055067,1038417,1051885,1101551,1143218,1167333,1167667,1142650,1115650,1099281,1098631,1082631,1049332,1046666,1082314,1147315,1183315,1197333,1198983,1199317,1199317,1199000,1199000,1199000,1195333,1194000,1194333,1214333,1233000,1258000,1271333,1271000,1262333,1249667,1249333,1232667,1229317,1244983,1307983,1361333,1401000,1421666,1430629,1423963,1390296,1364333,1349000,1348667,1348667,1330983,1347650,1381317,1439333,1471667,1454998,1431332,1399613,1397948,1381281
394902,37,"Nashville, TN",TN,327633,332933,334933,336600,333267,328267,324933,322467,322466,320800,318783,319450,321209,327392,333059,337967,337933,334900,331433,329767,328133,326633,323333,324000,327000,333500,339500,344833,348333,351633,351633,351633,349317,346650,344409,348093,355759,367667,377967,389600,396567,399900,399933,404933,410283,414250,416617,421300,434000,456633,478300,494933,498267,496933,493633,488333,483300,476633,468633,465000,471333,484633,504633,521300,531333,531333,528300,526600
395194,38,"Virginia Beach, VA",VA,247833,252667,258133,264750,266583,266583,263300,261557,258377,256710,256453,257967,262967,269633,276300,279300,277967,275417,272383,270683,269900,269933,269963,269997,272163,276483,282467,288633,292650,294833,293167,289133,283772,277088,273622,270783,274100,276600,282967,284667,286300,283300,281632,279965,279298,277633,276000,278667,287000,300300,310929,317596,319296,318333,315000,311100,309433,309400,311600,314933,321600,330967,339133,345800,348133,349933,348300,344967
395005,39,"Providence, RI",RI,303017,311567,321267,327633,329300,329600,329900,328233,324900,321567,319767,321783,326817,333617,341600,346267,349600,349300,347933,344600,341267,338967,337000,337300,340967,346267,351267,354900,361267,364633,364633,358267,353233,349900,349900,354583,360517,368883,374200,384633,392900,398083,395083,394150,392300,391967,391300,394633,399967,408267,417967,431300,438000,441633,439933,436567,433233,431600,431600,438267,443267,453117,461480,474780,484113,484117,480483,474633
394714,40,"Jacksonville, FL",FL,274867,278633,281933,281967,280933,277600,274267,271267,269600,269600,269933,271600,274267,278800,283800,286967,287433,284133,281600,279133,278450,278450,279250,282100,285433,288633,291467,294167,297000,297000,295967,291633,287300,282333,282333,283333,287878,292878,301211,308333,314667,318000,321333,323333,326667,327667,332333,337667,350000,363667,378330,389830,396163,396133,389633,382967,376333,371333,365000,361667,364333,372667,385667,394666,399656,399956,399956,399933
394862,41,"Milwaukee, WI",WI,227967,237267,245600,252567,255933,255900,252567,249567,247900,247900,248267,254933,261600,269900,273233,274900,274900,273233,268233,261600,254933,248267,244900,244933,254633,263000,272967,276633,282967,276333,262667,239633,226267,219900,221600,226533,236533,249833,263267,269933,269967,264933,258300,253267,246600,238267,228267,224633,231133,246167,263133,278267,286567,286567,283233,278233,274600,269600,263800,260800,267500,278333,291333,298000,303000,299967,294267,287567
394935,42,"Oklahoma City, OK",OK,215597,218600,220467,221133,221133,221617,222617,222870,223520,223403,224783,224817,228300,232983,237950,239367,238717,236083,234667,234000,235967,237600,239233,241582,244915,248248,249933,251200,251200,249867,248200,245900,245533,242616,239016,240138,241822,247588,244833,242833,239633,239467,238133,236500,235000,235650,237283,241433,245783,250817,256667,263300,266633,268300,271667,275000,278333,278333,282875,289208,295875,302333,306000,311000,312663,310997,307663,305000
395012,43,"Raleigh, NC",NC,320633,325600,329900,328267,326633,324967,324967,322633,320667,317333,314633,313600,316933,326867,334567,338567,337000,337000,337640,335973,331307,328300,326633,329467,331167,334500,336600,339933,344933,348300,349967,349933,348300,344933,341633,339967,343333,350000,358333,364967,366633,369967,371667,379083,380717,382050,379633,382967,389967,403633,420333,436667,444667,441333,433333,426667,421667,416667,409983,408317,414983,429667,443000,454633,457041,457040,452074,449966
394849,44,"Memphis, TN",TN,179783,185267,191633,197933,199992,200950,202617,202958,202333,200367,198000,197967,200442,206075,212742,218800,221467,221167,219600,217967,218267,218267,218267,218267,221300,226300,231488,234403,240037,242548,242967,239000,236966,232300,228933,224967,226383,231417,236417,240000,241633,243300,244967,246333,244833,240667,232667,229133,229967,238300,251650,263317,271650,271633,271600,269933,269933,269633,267967,264833,263500,266833,273000,277967,277967,273117,266483,264483
395022,45,"Richmond, VA",VA,260963,269297,274933,277533,277865,276232,275315,273317,271633,269633,269317,271000,275497,284163,291163,295333,295000,291300,287967,283967,281333,278000,277333,281649,289949,296600,302600,306092,309442,310100,309942,306592,302950,298983,297317,291898,289231,290581,296332,299648,299965,299950,299950,299933,296600,289950,288317,291650,302317,315617,328933,339933,338300,334983,331625,331292,327975,321317,318317,321100,327783,337783,348333,356667,361650,361317,364250,364250
394807,46,"Louisville, KY",KY,221001,233468,238130,241363,239230,235900,232833,233333,234167,234133,232467,233290,235773,242440,250083,252633,250967,244967,238467,233300,228333,226467,223275,223275,228275,237967,249300,252667,254667,250467,246133,237800,230633,224933,221250,219283,221950,225600,229233,232933,234633,236333,233333,233300,231533,229833,226533,226600,231633,239933,248300,253267,256600,256567,256600,253300,251633,249266,249233,249267,252967,258833,267167,274067,278200,279833,279900,279900
394910,47,"New Orleans, LA",LA,232833,237000,243633,246967,249600,247967,246633,244667,243000,241333,239667,240300,243600,247267,252633,254317,256983,254317,252333,249633,247967,246633,245000,246000,247633,252300,256967,263333,265300,266300,264633,265567,266900,268567,269300,270633,275967,284417,293083,297750,299000,298650,298983,299283,302966,305300,307000,307000,309633,314300,317633,319000,318833,315833,311167,307667,306000,304333,301633,299933,303100,309467,315983,317817,316483,313333,313333,311633
395053,48,"Salt Lake City, UT",UT,361050,365333,371667,376633,378300,378300,376667,373333,371633,372967,372967,376300,378267,386600,392967,397967,397967,394867,390200,386867,388633,393323,398200,399866,401510,401600,401600,405633,410667,415667,413333,414967,418300,423267,426600,431567,439933,448367,461400,475700,488967,495967,498000,499633,499633,504967,507000,513666,525300,548300,571633,586667,588333,578333,563333,550000,540000,531666,528300,531633,539933,556633,574967,590000,593317,589983,583317,578333
394669,49,"Hartford, CT",CT,255233,260267,263600,266933,266900,264900,263233,261600,261600,258267,256567,256567,259970,265002,270002,274632,274600,272933,269900,268267,267950,264617,262450,259433,262767,268233,274900,278233,279900,279683,279683,279383,279300,276983,271317,266650,265633,273300,281467,288133,288133,284967,281633,279933,278267,276617,274983,278317,283300,291600,299900,311567,318267,321600,319933,319600,317967,312150,305817,305783,314933,328233,333233,339900,343233,346267,345300,343300
394425,50,"Buffalo, NY",NY,164933,171600,176567,179933,179933,178267,177567,175567,173900,170900,167900,167433,169433,174467,179933,183267,184600,182933,180967,177933,174600,171567,168567,168600,171933,179633,186267,192931,194765,194798,191467,186633,184933,181633,181600,182967,189600,196300,202300,205633,207300,204933,201600,199900,199767,196433,192800,191133,194467,199883,208383,216750,224966,225966,224300,219333,214967,208267,203233,199933,206600,214967,226633,236633,243267,244883,238217,232917
394388,51,"Birmingham, AL",AL,206283,214950,222967,226787,227203,225837,223683,219933,216717,216238,217871,222754,229600,237933,244300,247792,249158,247825,246650,246950,248583,249600,247967,247967,248267,249900,251883,255217,256883,255567,252233,247583,241917,236950,238267,241633,246633,251667,258300,261600,261567,258267,258267,258300,256600,253267,248267,248300,248333,256633,264967,274633,276333,276333,275950,274250,271750,267433,264133,263300,264967,271025,275992,280342,282617,284717,285400,285367
395031,52,"Rochester, NY",NY,164792,172233,176567,179900,176567,173233,169900,168233,166567,165100,166767,171767,176567,183233,186600,189933,189933,188233,184900,181250,177950,176283,173800,177133,183800,194933,203267,205333,203667,197833,192467,187467,184967,186600,188300,189948,189948,189915,191567,194900,196433,193100,186433,179933,174933,169933,168233,169900,174900,181433,189767,196433,199900,199565,196231,193598,188933,187267,184933,186600,191600,196567,199900,204933,207967,211233,209567,206566
394640,53,"Grand Rapids, MI",MI,237533,244917,248250,249900,249900,248017,245383,243750,243483,242783,241017,239833,239833,243233,246567,248600,248600,246967,244933,239933,236567,233267,231633,234967,241300,252967,257300,256633,251633,248967,248967,245600,242267,239933,239933,243300,249933,256600,263233,266567,268233,266600,264633,262967,262933,258267,261600,264967,278267,286533,296867,306867,316933,321267,314600,306267,299900,299900,299900,304083,312417,325200,333800,341467,345350,345900,343267,335300
395167,54,"Tucson, AZ",AZ,244300,247633,249267,249900,249933,249800,251500,253133,256300,257633,259000,259983,261983,265317,267967,267967,266744,265111,265111,265000,266333,267967,269300,270967,272667,273000,273908,276916,281883,285308,284933,283267,282600,284300,289333,293167,297133,302133,310300,318633,323633,328300,333000,336333,337667,338000,339500,343000,349650,358150,366650,371667,375000,371667,366667,361333,357967,354600,352100,353767,360467,369967,380000,386666,388333,386666,385000,385000
753924,55,"Urban Honolulu, HI",HI,631667,628333,634333,642667,649067,649733,649400,648500,648500,648833,650000,649667,649667,649667,651667,651667,651000,649000,645667,642967,639933,639933,634967,630000,623333,618083,609550,605967,607883,609750,605000,597000,595000,599833,602833,596500,592667,599333,616000,636500,659500,679417,686250,684917,684333,684000,679000,675333,682333,708500,734500,759500,775000,790000,791667,786667,779333,779333,782333,778000,775481,768815,768815,771333,773333,778333,775000,769333
395169,56,"Tulsa, OK",OK,194467,198300,199966,199999,199999,199966,199967,199967,201633,204633,206300,207667,211000,216000,219633,221600,221600,221800,221800,225100,229900,232433,230767,227467,226600,230631,235598,241465,245767,247467,244933,241467,239467,239467,237967,234933,234967,236633,241667,242333,242300,242600,245233,248267,246300,244333,242967,248633,250633,256934,261234,269567,273300,276667,278797,282130,283797,289667,294667,306000,311333,317997,318297,319930,319900,319900,318267,311633
394619,57,"Fresno, CA",CA,294317,297317,302317,306325,309325,306325,304665,302995,304143,303895,302532,301350,299933,304950,311650,319983,323497,323497,321830,319967,318300,316933,315283,315283,318283,321717,325717,329083,334000,339967,341300,339633,338000,336667,341333,343667,348667,354000,363333,373333,378333,380000,381667,386083,391917,401667,400583,398048,396598,408265,419967,425000,425000,425000,423333,421633,417600,415750,415767,416467,417983,419667,422998,426665,429998,433333,435000,435000
395238,58,"Worcester, MA",MA,264800,274933,286600,296567,299900,299600,299200,295867,292833,288933,285600,285600,292900,306233,317933,324633,324667,321333,316667,315500,316833,316733,311200,309683,313117,324783,332967,339633,344633,346633,344633,339633,334600,333250,333250,343100,353083,364600,368083,374783,378267,381300,378267,374950,371917,366583,366567,372933,386267,396300,408300,418300,426600,426567,424933,423267,421600,423233,428267,438267,448267,456267,462933,461283,458250,449917,444933,438267
394938,59,"Omaha, NE",NE,241133,245500,246233,246233,247067,246417,244750,240083,235383,235117,237617,245419,255685,264852,267500,264167,261327,257127,252127,244967,240000,234333,229333,229650,236300,244633,251983,256000,257667,251417,243083,233083,225000,216667,212333,212333,219000,226667,233333,235000,235000,231899,228566,225233,223333,218333,216667,224983,239650,254650,264600,271600,274933,273333,271633,268267,264600,257967,257000,262333,277333,289500,301167,307833,311650,309983,304650,301000
394415,60,"Bridgeport, CT",CT,633250,663250,671617,673300,663333,652750,647417,647416,649649,649649,646133,647817,648117,657967,656267,655300,640616,623949,608149,599833,606200,610500,610167,612167,617667,634146,647479,654479,651333,639333,634333,628000,618300,606300,595967,602333,612650,629317,639317,629300,612633,582633,566000,552667,548967,548050,550550,577583,604833,629000,636000,649333,652967,645967,622967,617967,615300,623633,615300,624967,649633,682983,716317,733283,741633,719967,703150,686483
394653,61,"Greenville, SC",SC,252396,255737,260504,263074,264733,262967,261117,256150,254292,252108,252075,251817,254183,260550,266300,269300,266800,263500,261000,260467,260369,259836,259416,261351,263051,266505,268000,271300,273266,274900,274267,271867,270200,264200,258267,251600,249933,256633,264000,272300,273967,275267,282633,287300,289203,285203,285503,289967,294600,302858,310858,319524,322933,324933,323465,323082,323082,323903,320987,319287,319933,326064,332764,340798,345967,345933,342933,338267
